wrkstat,evwork,occ,prestige,wrkslf,industry,found,OCC10,occindv,occstatus,occtag,PRESTG10,PRESTG105PLUS,INDUS10,indstatus,indtag,marital,agewed,divorce,spwrksta,spevwork,spocc,sppres,spwrkslf,spind,SPOCC10,spoccindv,spoccstatus,spocctag,SPPRES10,SPPRES105PLUS,SPIND10,spindstatus,spindtag,PAOCC16,PAPRES16,pawrkslf,PAIND16,PAOCC10,paoccindv,paoccstatus,paocctag,PAPRES10,PAPRES105PLUS,PAIND10,paindstatus,paindtag,maoccstatus,maocctag,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,RES16,REG16,MOBILE16,FAMILY16,INCOM16,hompop,babies,preteen,teens,adults,unrelat,earnrs,INCOME72,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,VOTE68,PRES68,IF68WHO,spkath,colath,libath,spksoc,colsoc,libsoc,spkcom,colcom,libcom,CAPPUN2,gunlaw,courts,relig,denom,other,fund,attend,racmar,racdin,racpush,racseg,raclive,racclos,racdis,racinteg,racobjct,racschol,racfew,rachaf,racmost,busing,racpres,racjob,happy,health,helpful,fair,trust,satjob,class,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,fework,fepres,abdefect,abnomore,abhlth,abpoor,abrape,absingle,chldidel,chldmore,chldnum,chldsoon,premarsx,news,COOP2,comprend,povline,incdef,realinc,coninc,ethnic,ethnum,workdy,workhr,spdays,sphour,ISCO68,PAISCO68,SPISCO68,ISCO88,PAISCO88,SPISCO88,ISCO08,PAISCO08,SPISCO08,SEI10,SEI10EDUC,SEI10INC,PASEI10,PASEI10EDUC,PASEI10INC,SPSEI10,SPSEI10EDUC,SPSEI10INC,cohort,marcohrt,wtssall
keeping house,yes,c,b,someone else,c,found,c,verbatims for r,"found, coded",found,c,b,b,"found, coded",found,married,c,no,working fulltime,,c,c,someone else,b,c,verbatims for sp,"found, coded",found,c,c,nonferrous metal (except aluminum) production and processing,"found, coded",found,d,b,someone else,c,c,verbatims for pa,"found, coded",found,b,b,c,"found, coded",found,"found, iap",found,"found, iap",found,d,c,c,c,c,e,c,high school,high school,,lt high school,female,black,town lt 50000,w. sou. central,"same st,dif city",father & stpmother,below average,3,1,0,c,c,c,c,$4000 to $5999,w. sou. central,"city,50-250000",other urban,127,d,c,b,b,b,b,d,c,c,b,c,c,d,c,c,c,b,b,strong democrat,did not vote,,humphrey,not allowed,not allowed,remove,,,,not allowed,fired,,"no,dont favor",favor,,protestant,other,pentecostal,fundamentalist,every week,,,,,,,,,,same schools,,,,,,,pretty happy,good,depends,depends,,,working class,not at all sat,stayed same,average,yes,yes,no,,approve,no,no,no,,,,,e,yes,c,c,,everyday,cooperative,good,not poor,"1,000 to 4,999",c,c,,cannot name any,,,"mon to fri,sat",nights,c,c,c,c,d,c,hand launderers and pressers,"cleaners and helpers in offices, hotels and other establishments",metal processing plant operators,b,b,b,b,c,b,c,c,c,c,d,c
working fulltime,,d,b,someone else,c,not found,c,,"not found, coded","not found, assigned",c,b,c,"not found, coded","not found, assigned",married,b,no,keeping house,yes,d,b,someone else,d,c,,"not found, coded","not found, assigned",b,b,,"not found, no answer","not found, assigned",e,e,,e,e,,"not found, iap","not found, assigned",e,e,e,"not found, iap","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,d,c,b,e,c,c,lt high school,,lt high school,lt high school,male,black,town lt 50000,w. sou. central,"same st,dif city",female relative,average,3,0,0,c,c,c,c,$4000 to $5999,w. sou. central,"city,50-250000",other urban,127,d,c,c,b,b,b,d,c,c,b,b,b,e,e,e,e,e,e,not str republican,did not vote,,humphrey,not allowed,not allowed,remove,allowed,not allowed,not remove,not allowed,fired,remove,"no,dont favor",favor,not harsh enough,protestant,other,pentecostal,fundamentalist,every week,,,,,,,,,,same schools,,,,oppose,,,pretty happy,fair,lookout for self,fair,can't be too careful,very satisfied,working class,satisfied,stayed same,average,yes,yes,no,,disapprove,yes,no,no,no,yes,no,yes,d,no,e,e,always wrong,everyday,cooperative,good,not poor,"1,000 to 4,999",c,c,,cannot name any,mon to fri,reg day,,,c,e,c,d,e,d,"messengers, package deliverers and luggage porters",,domestic cleaners and helpers,c,c,c,e,e,e,b,b,b,c,c,c
working fulltime,,c,c,someone else,c,found,c,verbatims for r,"found, coded",found,c,b,c,"found, coded",found,married,c,no,working fulltime,,d,b,someone else,c,c,verbatims for sp,"found, coded",found,b,b,private households,"found, coded",found,c,b,someone else,d,c,verbatims for pa,"found, coded",found,b,b,d,"found, coded",found,"found, iap",found,"found, iap",found,c,c,c,c,c,b,b,lt high school,lt high school,lt high school,lt high school,male,black,town lt 50000,w. sou. central,same city,m and f relatives,below average,2,0,0,c,c,c,c,$4000 to $5999,w. sou. central,"city,50-250000",other urban,127,c,c,c,c,b,c,d,c,c,c,b,a,d,c,d,a,a,b,strong democrat,voted,nixon,,not allowed,not allowed,remove,not allowed,not allowed,remove,not allowed,not fired,remove,"no,dont favor",favor,about right,protestant,baptist-dk which,,fundamentalist,every week,,,,,,,,,,same schools,,,,favor,,,pretty happy,excellent,helpful,take advantage,can't be too careful,very satisfied,working class,satisfied,worse,below average,yes,no,no,,disapprove,yes,yes,no,no,no,,no,c,no,e,e,not wrong at all,everyday,cooperative,good,not poor,"1,000 to 4,999",c,c,,cannot name any,"mon to fri,sat",reg day,mon to fri,reg day,c,d,c,d,d,d,"messengers, package deliverers and luggage porters",domestic cleaners and helpers,domestic cleaners and helpers,c,c,c,b,b,b,b,b,b,c,c,c
working fulltime,,d,b,someone else,c,found,c,verbatims for r,"found, coded",found,c,c,d,"found, coded",found,divorced,c,,,,e,e,,e,e,no verbatims for sp,"found, iap",found,e,e,,"found, iap",found,e,e,,e,e,no verbatims for pa,"found, iap",found,e,e,e,"found, iap",found,"found, iap",found,"found, iap",found,c,c,c,c,e,c,e,lt high school,,lt high school,,female,black,town lt 50000,w. sou. central,different state,female relative,far below average,5,0,2,c,c,c,d,$4000 to $5999,w. sou. central,"city,50-250000",other urban,127,c,c,c,c,c,b,e,e,e,e,e,e,e,e,e,e,e,e,not str democrat,,,,not allowed,not allowed,remove,allowed,allowed,not remove,not allowed,fired,remove,"yes,favor",favor,not harsh enough,protestant,baptist-dk which,,fundamentalist,every week,,,,,,,,,,same schools,,,,favor,,,not too happy,good,helpful,take advantage,can't be too careful,mod. satisfied,working class,more or less,stayed same,average,no,,no,,approve,no,yes,yes,yes,yes,yes,yes,c,no,e,e,not wrong at all,everyday,cooperative,good,borderline,-999 to 999,c,c,,cannot name any,"mon to fri,sat",reg day,,,c,e,e,c,e,e,cooks,,,b,b,b,e,e,e,e,e,e,c,c,c
working fulltime,,c,c,someone else,c,found,d,verbatims for r,"found, coded",found,b,b,b,"found, coded",found,married,b,no,working fulltime,,d,c,someone else,c,c,verbatims for sp,"found, coded",found,e,d,hospitals,"found, coded",found,e,e,,d,e,no verbatims for pa,"found, no answer",found,e,e,e,"found, no answer",found,"found, iap",found,"found, iap",found,b,d,c,c,e,b,b,lt high school,,lt high school,lt high school,male,black,town lt 50000,w. sou. central,"same st,dif city",m and f relatives,average,4,0,0,e,c,c,c,$6000 to $7999,w. sou. central,"city,50-250000",other urban,127,d,c,c,b,c,c,c,c,c,c,c,c,e,e,e,e,e,e,strong democrat,,,,not allowed,not allowed,remove,allowed,allowed,remove,not allowed,fired,remove,,oppose,about right,protestant,other,pentecostal,fundamentalist,more thn once wk,,,,,,,,,,same schools,,,,favor,,,very happy,excellent,depends,take advantage,can trust,very satisfied,middle class,satisfied,better,average,yes,yes,no,,approve,yes,yes,yes,yes,no,no,no,e,no,e,e,always wrong,everyday,cooperative,good,not poor,"1,000 to 4,999",c,c,,cannot name any,"mon to fri,sat",reg day,no schedule,reg day,d,e,b,c,e,c,rubber products machine operators,,nursing associate professionals,c,c,c,e,e,e,c,c,c,c,c,c
working fulltime,,d,b,someone else,c,not found,c,,"not found, coded","not found, assigned",c,b,c,"not found, coded","not found, assigned",married,c,yes,working parttime,,d,c,self-employed,c,c,,"not found, coded","not found, assigned",c,c,beauty salons,"not found, coded","not found, assigned",e,e,,e,e,,"not found, iap","not found, assigned",e,e,e,"not found, iap","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",d,c,c,c,e,a,c,high school,,lt high school,high school,male,black,town lt 50000,w. sou. central,"same st,dif city",mother,far below average,4,0,0,e,c,c,c,$4000 to $5999,w. sou. central,"city,50-250000",other urban,127,d,c,c,b,b,b,c,c,b,c,c,c,e,e,e,e,e,e,strong democrat,voted,humphrey,,allowed,not allowed,remove,allowed,not allowed,remove,allowed,fired,remove,"no,dont favor",oppose,not harsh enough,protestant,baptist-dk which,,fundamentalist,2-3x a month,,,,,,,,,,,,,,favor,,,not too happy,good,lookout for self,fair,can't be too careful,mod. satisfied,working class,more or less,worse,average,no,,no,,approve,yes,yes,no,yes,no,yes,no,c,no,e,e,almst always wrg,everyday,friendly and eager,good,borderline,-999 to 999,c,c,africa,names 1,wkend plus,reg day,,,c,e,c,d,e,c,"messengers, package deliverers and luggage porters",,hairdressers,c,c,c,e,e,e,c,c,c,c,c,c
school,yes,c,c,someone else,b,found,c,verbatims for r,"found, coded",found,c,c,b,"found, coded",found,married,c,no,working parttime,,c,c,someone else,c,c,verbatims for sp,"found, coded",found,c,b,other direct selling establishments,"found, coded",found,c,c,someone else,c,c,verbatims for pa,"found, coded",found,c,c,c,"found, coded",found,"found, iap",found,"found, iap",found,b,c,b,c,c,c,c,high school,lt high school,lt high school,high school,male,white,town lt 50000,mountain,different state,m and f relatives,average,4,2,0,c,c,c,c,$8000 to $9999,w. sou. central,"city,50-250000",other urban,127,c,c,b,c,d,c,c,c,c,c,c,c,c,a,c,c,c,c,"ind,near rep",did not vote,,wallace,allowed,not allowed,remove,not allowed,not allowed,remove,not allowed,not fired,remove,"no,dont favor",oppose,not harsh enough,protestant,other,churches of god(except with christ and holiness),fundamentalist,every week,yes,not object,agree strongly,disagree strongly,no,,,,no difference,same schools,no,no,no,oppose,yes,as good a chance,very happy,fair,helpful,fair,can trust,,working class,satisfied,better,average,yes,yes,no,,approve,no,no,no,yes,no,no,no,c,no,e,e,always wrong,everyday,friendly and eager,good,not poor,"1,000 to 4,999",c,c,france,chooses 1 of 2+,,,,,d,c,c,c,b,c,plumbers and pipe fitters,construction supervisors,shop sales assistants,c,c,c,c,c,d,c,c,c,d,d,c
keeping house,yes,c,c,someone else,d,found,c,verbatims for r,"found, coded",found,c,c,d,"found, coded",found,married,b,yes,working fulltime,,d,b,someone else,d,c,verbatims for sp,"found, coded",found,c,c,executive offices and legislative bodies,"found, coded",found,e,e,,e,e,no verbatims for pa,"found, iap",found,e,e,e,"found, iap",found,"found, iap",found,"found, iap",found,c,c,c,c,e,c,b,lt high school,,lt high school,lt high school,female,white,town lt 50000,w. sou. central,different state,female relative,average,2,0,0,c,c,c,c,$6000 to $7999,w. sou. central,"city,50-250000",other urban,127,c,c,c,c,c,c,d,c,c,b,b,c,e,e,e,e,e,e,"ind,near rep",did not vote,,nixon,not allowed,not allowed,remove,,not allowed,remove,not allowed,not fired,remove,,oppose,not harsh enough,protestant,other,church of christ,fundamentalist,every week,no,not object,agree strongly,disagree slightly,no,,,,no difference,same schools,no,no,no,oppose,yes,as good a chance,very happy,fair,helpful,fair,can't be too careful,,middle class,satisfied,better,average,yes,yes,no,,disapprove,no,yes,no,yes,no,yes,no,c,no,e,e,always wrong,everyday,friendly and eager,good,not poor,"1,000 to 4,999",c,c,scotland,names 1,,,mon to fri,varies,c,e,c,c,e,c,government licensing officials,,security guards,c,c,c,e,e,e,c,c,c,c,b,c
working fulltime,,b,d,someone else,d,not found,b,,"not found, coded","not found, assigned",d,d,c,"not found, coded","not found, assigned",married,c,no,working fulltime,,c,c,self-employed,c,d,,"not found, no code assigned","not found, not assigned",e,e,other motor vehicle dealers,"not found, coded","not found, assigned",c,c,someone else,c,c,,"not found, coded","not found, assigned",c,c,d,"not found, no code assigned","not found, not assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,c,c,d,c,e,c,bachelor,lt high school,graduate,high school,female,white,"country,nonfarm",w. sou. central,different state,mother & father,above average,4,0,0,c,c,c,e,$15000 to $17499,w. sou. central,"city,50-250000",other urban,127,c,a,c,d,d,d,c,c,c,c,c,c,d,c,c,c,c,c,"ind,near dem",voted,humphrey,,allowed,allowed,not remove,allowed,allowed,not remove,allowed,fired,not remove,"yes,favor",oppose,about right,protestant,baptist-dk which,,fundamentalist,every week,no,not object,,disagree strongly,no,,,,no difference,same schools,no,no,"yes, object",,yes,as good a chance,very happy,excellent,helpful,fair,can trust,very satisfied,middle class,more or less,better,above average,yes,yes,no,,approve,yes,yes,yes,yes,yes,yes,yes,c,no,e,e,not wrong at all,everyday,friendly and eager,good,not poor,"10,000 to 20,000",c,c,france,names 1,mon to fri,reg day,"mon to fri,sat",varies,b,d,b,b,c,d,secondary education teachers,steam engine and boiler operators,uncodeable,e,d,d,c,c,d,e,e,e,c,c,c
school,no,e,e,,e,found,e,no verbatims for r,"found, iap",found,e,e,e,"found, iap",found,never married,e,,,,e,e,,e,e,no verbatims for sp,"found, iap",found,e,e,,"found, iap",found,b,e,someone else,c,d,verbatims for pa,"found, coded",found,e,d,c,"found, coded",found,"found, iap",found,"found, iap",found,d,b,b,c,c,d,e,high school,high school,bachelor,,female,white,50000 to 250000,w. sou. central,same city,mother & stpfather,above average,5,0,1,c,e,c,e,$17500 to $19999,w. sou. central,"city,50-250000",other urban,127,e,e,e,e,e,e,e,e,e,e,e,e,c,c,c,d,c,e,"ind,near rep",did not vote,,nixon,allowed,not allowed,not remove,allowed,not allowed,not remove,allowed,fired,not remove,"yes,favor",favor,not harsh enough,protestant,episcopal,,liberal,2-3x a month,no,not object,disagree slightly,disagree strongly,no,,,,no difference,same schools,no,no,"yes, object",favor,yes,as good a chance,very happy,good,lookout for self,take advantage,can't be too careful,,middle class,satisfied,better,above average,,,,,approve,yes,yes,no,yes,no,yes,yes,c,yes,c,c,sometimes wrong,everyday,friendly and eager,good,not poor,"10,000 to 20,000",d,d,germany,names 1,,,,,e,a,e,e,c,e,,aircraft pilots and related associate professionals,,e,e,e,e,e,d,e,e,e,d,e,e
working fulltime,,c,c,self-employed,b,found,b,verbatims for r,"found, coded",found,c,d,b,"found, coded",found,married,c,no,working fulltime,,b,d,someone else,d,b,verbatims for sp,"found, coded",found,d,d,elementary and secondary schools,"found, coded",found,b,c,self-employed,c,c,verbatims for pa,"found, coded",found,c,c,b,"found, coded",found,"found, iap",found,"found, iap",found,c,c,c,c,e,e,e,high school,,,graduate,male,white,"country,nonfarm",w. nor. central,different state,mother & father,above average,2,0,0,c,c,c,c,$12500 to $14999,w. sou. central,"city,50-250000",other urban,127,c,c,c,c,c,c,c,a,c,d,c,d,c,c,d,c,c,c,"ind,near dem",voted,nixon,,allowed,not allowed,remove,not allowed,not allowed,remove,not allowed,not fired,not remove,"yes,favor",,not harsh enough,protestant,methodist-dk which,,moderate,2-3x a month,no,not object,agree slightly,agree slightly,no,,,,"yes,would not like",same schools,no,"yes, object",,oppose,no,as good a chance,very happy,good,lookout for self,take advantage,can't be too careful,very satisfied,middle class,satisfied,better,above average,no,,yes,no,approve,no,no,no,yes,no,yes,yes,c,no,e,e,always wrong,everyday,cooperative,good,not poor,"10,000 to 20,000",c,c,germany,names 1,mon to fri,reg day,mon to fri,reg day,b,b,b,b,b,b,construction managers,construction supervisors,primary school teachers,c,c,d,c,c,d,e,d,d,c,c,c
working fulltime,,c,c,someone else,c,not found,d,,"not found, coded","not found, assigned",d,d,c,"not found, coded","not found, assigned",married,c,no,keeping house,no,e,e,,e,e,,"not found, iap","not found, assigned",e,e,,"not found, iap","not found, assigned",c,c,someone else,c,d,,"not found, coded","not found, assigned",c,c,c,"not found, coded","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",b,c,c,c,c,c,c,high school,lt high school,junior college,high school,male,white,town lt 50000,w. sou. central,"same st,dif city",mother & father,average,2,0,0,c,c,c,c,$20000 to $24999,w. sou. central,"city,50-250000",other urban,127,c,c,b,c,d,c,e,e,e,e,e,e,d,c,c,c,b,c,not str democrat,voted,wallace,,allowed,not allowed,not remove,allowed,allowed,not remove,allowed,fired,not remove,"yes,favor",oppose,not harsh enough,protestant,baptist-dk which,,fundamentalist,once a year,no,not object,agree strongly,disagree slightly,no,,,,no difference,same schools,no,no,no,oppose,yes,as good a chance,very happy,good,helpful,fair,can trust,very satisfied,upper class,satisfied,better,above average,yes,yes,yes,no,disapprove,yes,yes,yes,yes,yes,yes,yes,c,no,e,e,sometimes wrong,everyday,friendly and eager,good,not poor,"10,000 to 20,000",d,d,ireland,names 1,no schedule,varies,,,d,d,e,c,c,e,locomotive engine drivers,heavy truck and lorry drivers,,d,c,e,c,c,c,e,e,e,c,c,c
working fulltime,,c,c,someone else,c,found,d,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,c,no,working fulltime,,c,c,someone else,c,c,verbatims for sp,"found, coded",found,c,c,"professional and commercial equipment and supplies, merchant wholesalers","found, coded",found,b,c,self-employed,c,b,verbatims for pa,"found, coded",found,c,d,b,"found, coded",found,"found, iap",found,"found, iap",found,b,b,b,c,b,c,c,high school,lt high school,lt high school,high school,male,white,town lt 50000,w. sou. central,different state,mother & father,average,2,0,0,c,c,c,c,$4000 to $5999,w. sou. central,"city,50-250000",other urban,127,c,c,c,c,c,c,c,c,c,c,c,c,c,c,d,c,c,c,"ind,near dem",did not vote,,nixon,allowed,allowed,not remove,allowed,not allowed,not remove,allowed,fired,not remove,"yes,favor",favor,about right,protestant,other,church of christ,fundamentalist,lt once a year,no,not object,disagree strongly,disagree strongly,no,,,,no difference,same schools,no,no,no,oppose,yes,as good a chance,very happy,good,lookout for self,fair,can trust,mod. satisfied,working class,satisfied,better,below average,yes,,no,,approve,yes,yes,yes,yes,yes,yes,yes,b,yes,c,c,sometimes wrong,few times a week,friendly and eager,good,not poor,"1,000 to 4,999",c,c,ireland,names 1,"mon to fri,sat",other,mon to fri,reg day,c,b,c,c,b,c,heavy truck and lorry drivers,construction managers,administrative and executive secretaries,c,c,c,d,c,d,c,c,c,d,d,c
keeping house,yes,c,c,someone else,c,found,c,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,c,no,working fulltime,,c,c,someone else,b,c,verbatims for sp,"found, coded",found,c,c,office supplies and stationery stores,"found, coded",found,c,c,someone else,d,c,verbatims for pa,"found, coded",found,c,c,d,"found, coded",found,"found, iap",found,"found, iap",found,d,c,b,c,c,c,c,high school,lt high school,high school,high school,female,white,50000 to 250000,mountain,different state,father & stpmother,average,3,1,0,c,c,c,c,$6000 to $7999,w. sou. central,"city,50-250000",other urban,127,c,c,c,c,c,c,c,c,b,c,d,c,d,c,c,c,c,c,"ind,near rep",voted,nixon,,allowed,allowed,not remove,allowed,not allowed,not remove,allowed,fired,not remove,"yes,favor",favor,not harsh enough,protestant,no denomination,,moderate,never,yes,mildly object,agree strongly,disagree slightly,no,,,,"yes,would like it",same schools,no,no,"yes, object",oppose,no,as good a chance,very happy,good,lookout for self,take advantage,can trust,,working class,not at all sat,better,average,yes,yes,no,,approve,no,yes,no,yes,yes,yes,yes,c,yes,c,c,sometimes wrong,once a week,friendly and eager,good,not poor,"1,000 to 4,999",c,c,ireland,names 1,,,mon to fri,reg day,c,d,d,c,c,c,administrative and executive secretaries,painters and related workers,contact centre information clerks,c,c,c,c,c,c,c,c,c,d,d,c
keeping house,yes,b,d,someone else,d,found,b,verbatims for r,"found, coded",found,d,d,c,"found, coded",found,married,d,no,retired,yes,d,c,self-employed,b,b,verbatims for sp,"found, coded",found,c,c,crop production,"found, coded",found,c,c,someone else,c,c,verbatims for pa,"found, coded",found,b,b,b,"found, coded",found,"found, iap",found,"found, iap",found,c,b,d,d,c,c,c,bachelor,lt high school,lt high school,lt high school,female,white,town lt 50000,e. nor. central,"same st,dif city",mother & father,average,2,0,0,c,c,c,c,$10000 to $12499,e. nor. central,open country,other rural,1,c,a,c,d,c,d,c,c,b,c,c,c,c,c,c,c,c,c,strong republican,voted,nixon,,not allowed,not allowed,remove,allowed,allowed,not remove,not allowed,fired,remove,"no,dont favor",favor,about right,protestant,baptist-dk which,,fundamentalist,sevrl times a yr,yes,not object,agree strongly,agree strongly,no,,,,"yes,would not like",same schools,no,"yes, object",,oppose,no,as good a chance,pretty happy,excellent,helpful,fair,can trust,,middle class,satisfied,stayed same,average,,,,,approve,,yes,yes,yes,yes,yes,no,c,inappropriate,e,e,almst always wrg,everyday,friendly and eager,good,not poor,"5,000 to 9,999",c,c,germany,names 1,,,,,b,c,c,b,d,b,primary school teachers,crop farm labourers,agricultural and forestry production managers,e,d,d,b,b,b,c,c,c,b,b,c
working fulltime,,c,b,someone else,b,not found,d,,"not found, coded","not found, assigned",b,b,c,"not found, coded","not found, assigned",married,c,no,temp not working,,c,c,someone else,b,c,,"not found, coded","not found, assigned",c,c,furniture and related product manufacturing,"not found, coded","not found, assigned",b,c,self-employed,c,d,,"not found, no code assigned","not found, not assigned",e,e,b,"not found, coded","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",d,c,c,c,c,c,c,high school,lt high school,lt high school,high school,female,white,"country,nonfarm",e. nor. central,"same st,dif city",mother & father,average,2,0,0,c,c,c,c,$10000 to $12499,e. nor. central,open country,other rural,1,d,c,c,b,b,b,d,c,c,b,c,c,c,c,d,c,c,c,"ind,near rep",voted,nixon,,allowed,not allowed,not remove,allowed,not allowed,not remove,allowed,fired,not remove,"yes,favor",favor,not harsh enough,catholic,,,moderate,every week,no,not object,agree slightly,agree slightly,no,,,,no difference,same schools,no,no,no,oppose,yes,as good a chance,very happy,excellent,helpful,fair,can trust,mod. satisfied,working class,satisfied,better,average,yes,yes,no,,approve,yes,no,no,no,no,yes,no,c,no,e,e,almst always wrg,everyday,friendly and eager,good,not poor,"5,000 to 9,999",c,c,germany,names 1,mon to fri,reg day,,,d,b,d,d,d,c,hand packers,uncodeable,metal working machine tool setters and operators,b,b,b,e,e,e,c,c,c,c,c,c
working fulltime,,c,c,someone else,c,found,c,verbatims for r,"found, coded",found,c,b,c,"found, coded",found,married,c,no,working fulltime,,c,c,someone else,d,c,verbatims for sp,"found, coded",found,c,c,elementary and secondary schools,"found, coded",found,c,c,self-employed,c,c,verbatims for pa,"found, coded",found,c,c,b,"found, coded",found,"found, iap",found,"found, iap",found,c,c,c,c,c,c,c,high school,high school,lt high school,high school,male,white,farm,e. nor. central,same city,mother & father,average,3,0,0,c,c,c,d,$10000 to $12499,e. nor. central,open country,other rural,1,c,c,c,c,c,c,c,c,c,c,c,c,c,c,b,c,d,c,independent,voted,refused,,allowed,not allowed,not remove,allowed,not allowed,not remove,allowed,fired,not remove,"no,dont favor",oppose,not harsh enough,protestant,baptist-dk which,,fundamentalist,once a year,no,not object,agree strongly,disagree strongly,no,,,,no difference,same schools,no,no,no,oppose,,as good a chance,pretty happy,excellent,helpful,fair,can trust,mod. satisfied,working class,more or less,better,average,yes,no,no,,disapprove,,yes,yes,yes,yes,yes,yes,c,no,e,e,always wrong,once a week,cooperative,good,not poor,"5,000 to 9,999",c,c,,cannot name any,"mon to fri,sat",reg day,mon to fri,reg day,c,d,c,c,c,c,shop sales assistants,carpenters and joiners,administrative and executive secretaries,c,c,c,c,c,c,c,c,c,c,c,c
working fulltime,,c,c,someone else,d,not found,d,,"not found, coded","not found, assigned",c,c,e,"not found, no answer","not found, assigned",married,b,no,working fulltime,,d,e,someone else,b,e,,"not found, no answer","not found, assigned",e,e,construction,"not found, coded","not found, assigned",b,c,someone else,c,b,,"not found, coded","not found, assigned",c,c,c,"not found, coded","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,c,c,c,c,c,c,high school,high school,lt high school,lt high school,female,white,town lt 50000,e. nor. central,"same st,dif city",mother & father,average,3,0,0,c,c,c,c,$10000 to $12499,e. nor. central,open country,other rural,1,c,c,c,c,c,c,e,e,e,e,e,e,b,b,d,c,c,d,"ind,near dem",did not vote,,,allowed,not allowed,not remove,allowed,,not remove,not allowed,fired,remove,"no,dont favor",oppose,not harsh enough,protestant,other,christian; central christian,moderate,once a year,no,not object,,,no,,,,no difference,same schools,no,no,"yes, object",,yes,as good a chance,pretty happy,good,lookout for self,take advantage,can trust,a little dissat,working class,more or less,worse,average,yes,yes,yes,no,approve,yes,yes,,yes,yes,yes,no,c,no,e,e,sometimes wrong,less than once wk,friendly and eager,good,not poor,"5,000 to 9,999",c,c,,cannot name any,mon to fri,reg day,mon to fri,reg day,d,c,e,c,c,e,product graders and testers (excluding foods and beverages),buyers,,c,c,c,c,c,c,e,e,e,c,c,c
working fulltime,,c,b,someone else,c,not found,d,,"not found, coded","not found, assigned",b,b,c,"not found, coded","not found, assigned",married,c,no,working fulltime,,d,b,someone else,c,c,,"not found, coded","not found, assigned",c,b,uncodeable,"not found, no code assigned","not found, not assigned",d,c,self-employed,d,c,,"not found, coded","not found, assigned",c,c,d,"not found, coded","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,b,b,c,c,c,c,high school,high school,,high school,male,white,"country,nonfarm",e. nor. central,same city,mother & father,below average,2,0,0,c,c,c,c,,e. nor. central,open country,other rural,1,d,c,c,c,b,b,d,c,c,c,b,b,c,c,c,c,c,c,independent,not eligible,,humphrey,allowed,allowed,not remove,allowed,allowed,not remove,allowed,fired,not remove,"yes,favor",favor,not harsh enough,protestant,presbyterian-dk wh,,liberal,sevrl times a yr,no,not object,agree slightly,disagree slightly,no,,,,no difference,same schools,no,no,"yes, object",oppose,yes,as good a chance,pretty happy,excellent,helpful,take advantage,can trust,mod. satisfied,middle class,more or less,better,above average,yes,no,no,,approve,yes,no,no,yes,no,no,no,c,yes,c,c,not wrong at all,everyday,friendly and eager,good,not poor -- imputed,,e,e,england & wales,names 1,"mon to fri,sat",other,wkend plus,other,d,c,c,c,c,c,service station attendants,hairdressers,waiters,c,c,b,b,c,b,b,c,b,d,d,c
working fulltime,,c,c,someone else,b,found,c,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,b,no,working parttime,,d,c,someone else,c,c,verbatims for sp,"found, coded",found,c,c,nursing care facilities,"found, coded",found,c,c,someone else,d,c,verbatims for pa,"found, coded",found,c,c,c,"found, coded",found,"found, iap",found,"found, iap",found,c,c,b,c,c,c,c,lt high school,lt high school,lt high school,lt high school,male,white,"country,nonfarm",e. nor. central,"same st,dif city",mother & father,average,4,2,0,c,c,c,c,$10000 to $12499,e. nor. central,open country,other rural,1,d,c,c,c,c,c,d,c,c,c,c,c,c,c,c,c,c,c,not str republican,did not vote,,nixon,allowed,,not remove,allowed,allowed,remove,not allowed,fired,remove,"yes,favor",favor,,protestant,other,church of christ,fundamentalist,every week,no,not object,,disagree strongly,no,,,,no difference,same schools,no,no,no,favor,yes,as good a chance,pretty happy,fair,lookout for self,,can trust,very satisfied,middle class,more or less,stayed same,average,yes,yes,no,,disapprove,yes,yes,no,yes,yes,no,no,c,uncertain,e,e,sometimes wrong,once a week,cooperative,fair,not poor,"5,000 to 9,999",c,c,germany,names 1,mon to fri,nights,,,d,c,b,c,c,c,welders and flamecutters,product graders and testers (excluding foods and beverages),health care assistants,c,b,c,c,c,c,c,c,b,d,d,c
