wrkstat,HRS1,HRS2,evwork,occ,prestige,wrkslf,industry,found,OCC10,occindv,occstatus,occtag,PRESTG10,PRESTG105PLUS,INDUS10,indstatus,indtag,marital,agewed,divorce,spwrksta,SPHRS1,SPHRS2,spevwork,spocc,sppres,spwrkslf,spind,SPOCC10,spoccindv,spoccstatus,spocctag,SPPRES10,SPPRES105PLUS,SPIND10,spindstatus,spindtag,PAOCC16,PAPRES16,pawrkslf,PAIND16,PAOCC10,paoccindv,paoccstatus,paocctag,PAPRES10,PAPRES105PLUS,PAIND10,paindstatus,paindtag,maoccstatus,maocctag,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,RES16,REG16,MOBILE16,FAMILY16,FAMDIF16,mawork,mawkbaby,MAWK16,INCOM16,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,VOTE72,PRES72,IF72WHO,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,spkath,colath,libath,spksoc,colsoc,libsoc,spkcom,colcom,libcom,spkhomo,colhomo,libhomo,cappun,gunlaw,courts,courtsy,wirtap,relig,denom,other,fund,attend,reliten,RELIG16,DENOM16,OTH16,FUND16,sprel,spden,spother,spfund,SPREL16,SPDEN16,SPOTH16,SPFUND16,prayer,prayery,racmar,racdin,raclive,racclos,racdis,racinteg,rachome,racfew,rachaf,racmost,busing,racpres,happy,hapmar,health,life,satcity,sathobby,satfam,satfrnd,sathealt,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,socrel,socommun,socfrend,socbar,ANOMIA1,ANOMIA2,ANOMIA3,ANOMIA4,ANOMIA5,ANOMIA6,ANOMIA7,ANOMIA8,ANOMIA9,satjob,richwork,jobinc,jobsec,jobhour,jobpromo,jobmeans,class,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,unemp,govaid,getahead,fehome,fework,fepres,fepol,fepoly,abdefect,abnomore,abhlth,abpoor,abrape,absingle,chldidel,chldmore,chldnum,chldsoon,pill,teenpill,sexeduc,divlaw,premarsx,xmarsex,homosex,fear,burglr,robbry,owngun,pistol,shotgun,rifle,ticket,arrest,phone,coop,comprend,form,memfrat,memserv,memvet,mempolit,memunion,memsport,memyouth,memschl,memhobby,memgreek,memnat,memfarm,memlit,memprof,memchurh,memother,memnum,povline,incdef,realinc,realrinc,coninc,conrinc,ethnic,ethnum,vetyears,vetkind,worda,wordb,wordc,wordd,worde,wordf,wordg,wordh,wordi,wordj,wordsum,ISCO68,PAISCO68,SPISCO68,ISCO88,PAISCO88,SPISCO88,ISCO08,PAISCO08,SPISCO08,SEI10,SEI10EDUC,SEI10INC,PASEI10,PASEI10EDUC,PASEI10INC,SPSEI10,SPSEI10EDUC,SPSEI10INC,commun,russia,japan,england,canada,brazil,china,israel,egypt,cohort,marcohrt,sampcode,wtssall
working parttime,a,e,,c,c,someone else,d,found,b,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,separated,c,,,e,e,,e,e,,e,e,no verbatims for sp,"found, iap",found,e,e,,"found, iap",found,e,e,,e,e,no verbatims for pa,"found, iap",found,e,e,e,"found, iap",found,"found, iap",found,"found, iap",found,d,c,c,c,e,c,e,high school,,lt high school,,female,black,50000 to 250000,pacific,same city,mother,"divorce,separated",yes,yes,yes,below average,c,c,d,c,b,c,c,$1000 to 2999,lt $1000,pacific,city gt 250000,12 lrgst smsa's,362,c,c,c,c,c,c,e,e,e,e,e,e,e,e,e,e,e,e,not str democrat,voted,,,moderate,too much,too little,too little,too little,too little,too little,too little,too little,too much,too much,too little,allowed,allowed,not remove,allowed,allowed,not remove,allowed,not fired,not remove,allowed,,,,favor,about right,,disapprove,protestant,baptist-dk which,,fundamentalist,2-3x a month,strong,protestant,baptist-dk which,,fundamentalist,,,,,,,,,,,,,,,,,,,,,oppose,yes,pretty happy,,good,routine,a fair amount,great deal,great deal,great deal,great deal,hardly any,only some,only some,hardly any,hardly any,only some,only some,only some,only some,,hardly any,only some,sev times a week,sev times a week,sev times a mnth,once a year,agree,agree,disagree,agree,agree,disagree,agree,agree,agree,mod. satisfied,continue working,most impt,second,fourth,fifth,third,middle class,not at all sat,stayed same,below average,yes,yes,no,,yes,yes,hard work,disagree,approve,yes,disagree,,yes,yes,yes,yes,yes,yes,b,no,e,e,available,available,favor,easier,not wrong at all,,,yes,no,no,no,no,no,no,no,no,phone in home,cooperative,fair,standard <x>,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,c,poor,"-4,999 to -1,000",b,b,b,b,africa,names 1,none,,incorrect,,incorrect,correct,correct,incorrect,,,correct,incorrect,b,b,e,e,c,e,e,teachers' aides,,,c,c,b,e,e,e,e,e,e,,c,c,c,b,b,c,c,c,c,c,165,b
"unempl, laid off",e,e,,c,c,someone else,c,found,d,verbatims for r,"found, coded",found,b,b,b,"found, coded",found,married,b,no,keeping house,e,e,no,e,e,,e,e,no verbatims for sp,"found, iap",found,e,e,,"found, iap",found,c,b,someone else,c,c,verbatims for pa,"found, coded",found,b,b,c,"found, coded",found,"found, iap",found,"found, iap",found,e,c,b,c,b,c,c,lt high school,lt high school,lt high school,lt high school,male,white,"country,nonfarm",pacific,"same st,dif city",other,,,,,average,c,c,c,c,c,c,c,$1000 to 2999,$1000 to 2999,pacific,"suburb, lrg city","suburb, 12 lrgst",85,d,c,b,c,c,c,e,e,e,e,e,e,d,c,c,b,b,c,"ind,near dem",did not vote,,mcgovern,liberal,too much,too little,too little,about right,about right,about right,about right,about right,too much,too much,too much,allowed,allowed,not remove,not allowed,not allowed,not remove,not allowed,fired,remove,not allowed,not allowed,remove,favor,favor,too harsh,,approve,protestant,other,churches of god(except with christ and holiness),fundamentalist,once a year,not very strong,protestant,other,churches of god(except with christ and holiness),fundamentalist,protestant,other,churches of god(except with christ and holiness),fundamentalist,protestant,other,churches of god(except with christ and holiness),fundamentalist,approve,,no,not object,no,,,,no,no,"yes, object",,oppose,yes,not too happy,pretty happy,good,routine,a fair amount,none,a fair amount,a fair amount,a fair amount,a great deal,a great deal,a great deal,a great deal,only some,only some,only some,only some,a great deal,a great deal,only some,a great deal,sev times a week,almost daily,almost daily,never,disagree,disagree,agree,agree,agree,disagree,agree,agree,agree,mod. satisfied,continue working,third,most impt,fourth,second,fifth,working class,not at all sat,better,below average,,,,,yes,no,both equally,disagree,approve,yes,disagree,,yes,yes,yes,yes,yes,yes,b,no,e,e,available,available,favor,easier,sometimes wrong,always wrong,always wrong,no,no,no,no,no,no,no,yes,yes,phone in home,"friendly,interested",good,standard <x>,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,c,poor,"-4,999 to -1,000",b,c,b,c,england & wales,names 1,none,,correct,correct,incorrect,correct,,incorrect,,incorrect,correct,,c,d,c,e,d,c,e,mineral and stone processing plant operators,agricultural and industrial machinery mechanics and repairers,,c,b,c,c,c,c,e,e,e,worst kind,b,c,d,c,d,b,b,b,d,d,164,c
working fulltime,d,e,,c,c,someone else,c,found,c,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,c,no,working fulltime,c,e,,c,c,someone else,c,c,verbatims for sp,"found, coded",found,c,c,insurance carriers and related activities,"found, coded",found,a,d,someone else,c,c,verbatims for pa,"found, coded",found,c,c,c,"found, coded",found,"found, iap",found,"found, iap",found,c,b,c,d,c,c,c,bachelor,high school,high school,high school,male,white,50000 to 250000,mountain,different state,mother & father,,no,,,average,c,c,c,c,c,c,c,$15000 - 19999,$10000 - 14999,pacific,"suburb, lrg city","suburb, 12 lrgst",85,b,c,c,c,d,c,c,c,c,c,c,c,c,c,d,d,c,d,independent,did not vote,,mcgovern,slightly liberal,about right,about right,too little,too little,too little,too little,about right,about right,about right,too much,too much,allowed,not allowed,not remove,allowed,not allowed,not remove,allowed,not fired,not remove,allowed,allowed,not remove,oppose,oppose,,not harsh enough,disapprove,protestant,other,mormon,fundamentalist,lt once a year,not very strong,protestant,other,mormon,fundamentalist,protestant,other,mormon,fundamentalist,protestant,other,mormon,fundamentalist,,local decision,no,not object,no,,,,no,no,no,no,oppose,yes,pretty happy,pretty happy,good,routine,some,great deal,quite a bit,quite a bit,great deal,only some,a great deal,a great deal,hardly any,hardly any,only some,only some,only some,only some,only some,hardly any,only some,once a year,sev times a year,sev times a year,sev times a week,disagree,agree,disagree,disagree,agree,disagree,agree,agree,disagree,mod. satisfied,continue working,third,fifth,fourth,second,most impt,middle class,more or less,better,average,no,,yes,yes,yes,yes,both equally,disagree,approve,yes,,equal,yes,yes,yes,yes,yes,yes,c,no,e,e,available,available,favor,stay same,not wrong at all,sometimes wrong,always wrong,,no,no,yes,yes,no,yes,yes,no,phone in home,"friendly,interested",good,alternate <y>,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,c,not poor,"10,000 to 20,000",c,c,c,c,england & wales,chooses 1 of 2+,less than 2 yrs,army,correct,correct,,correct,correct,correct,incorrect,,correct,incorrect,c,c,b,c,b,b,c,shop supervisors,office supervisors,"statistical, finance and insurance clerks",c,c,c,c,c,c,c,c,c,ok for some,c,c,c,c,d,c,c,c,c,c,164,c
keeping house,e,e,no,e,e,,e,found,e,no verbatims for r,"found, iap",found,e,e,e,"found, iap",found,separated,c,,,e,e,,e,e,,e,e,no verbatims for sp,"found, iap",found,e,e,,"found, iap",found,c,c,someone else,c,c,verbatims for pa,"found, coded",found,c,c,c,"found, coded",found,"found, iap",found,"found, iap",found,d,c,b,b,b,e,e,lt high school,lt high school,,,female,other,"country,nonfarm",foreign,"same st,dif city",mother & father,,no,,,average,c,e,c,c,b,c,b,,,pacific,"suburb, lrg city","suburb, 12 lrgst",85,e,e,e,e,e,e,e,e,e,e,e,e,c,c,b,c,d,c,not str democrat,did not vote,,,,too much,,about right,too much,too much,about right,about right,,about right,about right,about right,allowed,,,allowed,,,not allowed,fired,not remove,allowed,allowed,remove,favor,favor,,,,catholic,,,moderate,lt once a year,not very strong,catholic,,,moderate,,,,,,,,,,local decision,no,not object,no,,,,no,no,no,no,oppose,yes,not too happy,,good,dull,a little,some,a fair amount,great deal,great deal,,only some,a great deal,a great deal,only some,a great deal,a great deal,a great deal,a great deal,,only some,hardly any,once a year,never,once a month,once a year,agree,agree,agree,agree,agree,agree,,,agree,a little dissat,,second,third,fifth,fourth,most impt,working class,not at all sat,stayed same,average,,,,,no,yes,both equally,,disapprove,no,,equal,yes,yes,yes,yes,yes,no,c,no,e,e,available,available,favor,stay same,sometimes wrong,always wrong,not wrong at all,yes,no,no,no,no,no,no,no,no,phone in home,cooperative,fair,alternate <y>,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,c,poor -- imputed,,e,e,e,e,philippines,names 1,none,,,,,,,,,,,,e,e,d,e,e,c,e,,carpenters and joiners,,e,e,e,c,c,c,e,e,e,,b,c,c,c,d,b,b,c,d,d,164,b
keeping house,e,e,yes,c,c,someone else,b,found,c,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,c,no,working fulltime,c,e,,c,c,someone else,c,c,verbatims for sp,"found, coded",found,c,c,miscellaneous general merchandise stores,"found, coded",found,c,c,someone else,c,c,verbatims for pa,"found, coded",found,c,c,c,"found, coded",found,"found, iap",found,"found, iap",found,c,b,b,c,d,c,c,high school,high school,lt high school,high school,female,white,50000 to 250000,pacific,"same st,dif city",mother & father,,no,,,average,c,c,c,c,c,c,c,$10000 - 14999,$5000 to 5999,pacific,"suburb, lrg city","suburb, 12 lrgst",85,c,c,c,c,c,c,b,b,c,d,d,d,c,c,d,c,c,c,not str republican,voted,nixon,,slightly liberal,too much,about right,too little,,too little,about right,too little,about right,about right,too much,too little,allowed,allowed,not remove,allowed,allowed,not remove,allowed,not fired,not remove,allowed,allowed,not remove,,favor,,,disapprove,catholic,,,moderate,nrly every week,strong,catholic,,,moderate,catholic,,,moderate,protestant,baptist-dk which,,fundamentalist,disapprove,,no,not object,no,,,,no,no,no,"yes, object",oppose,,very happy,very happy,good,exciting,great deal,quite a bit,very great deal,great deal,very great deal,hardly any,a great deal,hardly any,hardly any,only some,only some,a great deal,only some,a great deal,a great deal,only some,a great deal,sev times a year,sev times a week,sev times a mnth,once a year,disagree,disagree,disagree,disagree,,disagree,disagree,agree,disagree,mod. satisfied,,second,third,fifth,fourth,most impt,middle class,more or less,better,average,yes,yes,yes,no,yes,yes,luck or help,,approve,,,,,no,yes,no,yes,no,c,yes,d,c,available,available,favor,more difficult,sometimes wrong,almst always wrg,,,no,no,no,no,no,no,yes,no,phone in home,"friendly,interested",good,standard <x>,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,c,not poor,"5,000 to 9,999",c,c,c,c,germany,names 1,none,,correct,correct,correct,correct,correct,correct,correct,correct,correct,incorrect,d,c,b,c,c,c,b,administrative and executive secretaries,commercial sales representatives,shop supervisors,c,c,c,d,d,d,c,c,c,"bad, not worst",b,b,c,c,c,b,c,c,d,d,164,c
working fulltime,c,e,,c,c,someone else,c,found,c,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,c,no,"unempl, laid off",e,e,,c,c,someone else,b,c,verbatims for sp,"found, coded",found,c,c,construction,"found, coded",found,c,b,someone else,c,c,verbatims for pa,"found, coded",found,b,b,c,"found, coded",found,"found, iap",found,"found, iap",found,b,b,b,c,d,c,c,high school,high school,high school,high school,female,white,town lt 50000,pacific,same city,mother & father,,yes,yes,yes,far below average,c,c,c,c,c,c,c,$7000 to 7999,$6000 to 6999,pacific,"suburb, lrg city","suburb, 12 lrgst",85,c,c,c,c,c,c,c,c,b,c,d,c,d,c,c,b,b,b,not str democrat,did not vote,,nixon,slightly liberal,too much,too little,too little,too much,about right,too little,about right,about right,about right,too much,too much,allowed,,,allowed,allowed,not remove,not allowed,not fired,not remove,allowed,allowed,not remove,favor,favor,not harsh enough,,,protestant,methodist-dk which,,moderate,sevrl times a yr,not very strong,protestant,methodist-dk which,,moderate,protestant,no denomination,,moderate,other,,,,approve,,no,not object,yes,yes,same block,stay integrated,no,no,no,,oppose,yes,pretty happy,pretty happy,good,dull,quite a bit,a little,a little,a little,a fair amount,only some,only some,only some,hardly any,only some,a great deal,a great deal,only some,only some,a great deal,a great deal,a great deal,sev times a mnth,sev times a week,sev times a mnth,once a month,disagree,disagree,disagree,disagree,agree,agree,agree,agree,disagree,mod. satisfied,continue working,third,fourth,fifth,most impt,second,middle class,not at all sat,worse,far below average,yes,yes,yes,yes,no,no,hard work,,approve,yes,disagree,,yes,yes,yes,yes,yes,yes,c,uncertain,e,e,available,available,favor,stay same,not wrong at all,always wrong,almst always wrg,yes,no,no,yes,yes,no,yes,yes,no,phone in home,"friendly,interested",good,standard <x>,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,c,not poor,"1,000 to 4,999",c,c,c,c,american indian,names 1,none,,correct,correct,,,correct,correct,,,,,c,c,d,d,c,d,c,accounting and bookkeeping clerks,building construction labourers,bricklayers and related workers,c,c,c,c,b,c,c,b,c,"bad, not worst",e,c,c,c,c,c,b,b,d,d,164,c
retired,e,e,yes,c,c,someone else,b,found,d,verbatims for r,"found, coded",found,c,c,b,"found, coded",found,married,c,no,retired,e,e,yes,d,c,someone else,c,c,verbatims for sp,"found, coded",found,c,c,beauty salons,"found, coded",found,c,b,self-employed,c,c,verbatims for pa,"found, coded",found,c,c,c,"found, coded",found,"found, iap",found,"found, iap",found,c,c,d,c,b,e,b,lt high school,lt high school,,lt high school,male,white,farm,mountain,different state,father,"divorce,separated",,,,average,c,c,c,c,c,c,b,$3000 to 3999,,pacific,"suburb, lrg city","suburb, 12 lrgst",69,d,c,b,c,c,c,c,c,b,c,c,c,d,c,c,c,c,c,not str democrat,voted,nixon,,moderate,about right,about right,too much,about right,too little,too little,about right,about right,about right,too much,too much,allowed,not allowed,remove,allowed,not allowed,not remove,not allowed,fired,remove,not allowed,not allowed,not remove,favor,oppose,not harsh enough,,approve,protestant,presbyterian-dk wh,,liberal,once a month,not very strong,protestant,presbyterian-dk wh,,liberal,protestant,presbyterian-dk wh,,liberal,protestant,presbyterian-dk wh,,liberal,approve,,yes,not object,no,,,,no,no,no,no,oppose,yes,very happy,very happy,fair,routine,great deal,great deal,great deal,great deal,a fair amount,only some,only some,a great deal,hardly any,hardly any,hardly any,only some,hardly any,hardly any,only some,only some,only some,sev times a mnth,sev times a week,once a month,sev times a year,agree,agree,agree,disagree,disagree,agree,agree,agree,agree,,,most impt,fourth,fifth,second,third,working class,not at all sat,worse,average,,,,,no,yes,both equally,disagree,approve,yes,disagree,,yes,yes,yes,yes,yes,yes,c,no,e,e,available,available,favor,more difficult,sometimes wrong,almst always wrg,always wrong,no,no,no,yes,yes,no,no,yes,no,phone in home,"friendly,interested",good,standard <x>,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,c,not poor,-999 to 999,c,e,b,e,,cannot choose 1,none,,correct,correct,,correct,correct,correct,incorrect,,correct,incorrect,c,d,c,c,d,c,c,earthmoving and related plant operators,well drillers and borers and related workers,hairdressers,c,b,c,c,c,c,c,c,b,worst kind,c,c,c,c,c,c,c,c,b,b,164,c
working fulltime,c,e,,d,b,someone else,c,found,d,verbatims for r,"found, coded",found,c,c,b,"found, coded",found,married,c,no,working fulltime,c,e,,d,c,someone else,d,c,verbatims for sp,"found, coded",found,e,d,offices of physicians,"found, coded",found,d,c,self-employed,c,b,verbatims for pa,"found, coded",found,c,c,b,"found, coded",found,"found, iap",found,"found, iap",found,b,c,c,c,e,e,c,high school,lt high school,,high school,male,white,farm,pacific,same city,mother & father,,no,,,average,c,c,c,c,c,c,c,$20000 - 24999,$10000 - 14999,pacific,"suburb, lrg city","suburb, 12 lrgst",69,d,c,c,a,a,b,c,c,c,c,c,c,c,c,b,c,c,c,independent,voted,nixon,,moderate,too much,about right,too little,,too little,too much,about right,about right,,too much,too much,not allowed,not allowed,remove,not allowed,not allowed,remove,not allowed,fired,,allowed,allowed,not remove,favor,favor,,not harsh enough,disapprove,catholic,,,moderate,sevrl times a yr,not very strong,catholic,,,moderate,catholic,,,moderate,catholic,,,moderate,,local decision,no,not object,no,,,,no,no,no,"yes, object",oppose,yes,pretty happy,pretty happy,excellent,routine,great deal,great deal,great deal,great deal,great deal,hardly any,only some,only some,hardly any,only some,hardly any,only some,hardly any,only some,only some,hardly any,only some,sev times a week,sev times a mnth,sev times a mnth,sev times a year,disagree,disagree,agree,disagree,agree,disagree,agree,agree,disagree,very satisfied,continue working,most impt,second,fourth,third,fifth,working class,satisfied,better,average,yes,yes,yes,no,no,no,both equally,disagree,approve,yes,,equal,yes,no,yes,no,yes,no,c,no,e,e,available,available,favor,stay same,always wrong,almst always wrg,always wrong,no,no,no,yes,yes,no,yes,yes,no,phone in home,"friendly,interested",fair,alternate <y>,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,c,not poor,"10,000 to 20,000",c,c,d,c,italy,names 1,2 to 4  years,army,incorrect,,,correct,incorrect,incorrect,,,,incorrect,a,d,c,b,d,b,c,garbage and recycling collectors,agricultural and forestry production managers,nursing associate professionals,c,b,c,c,c,c,c,c,c,worst kind,c,c,c,b,c,e,e,e,c,c,164,c
keeping house,e,e,yes,c,b,someone else,c,found,d,verbatims for r,"found, coded",found,b,b,b,"found, coded",found,married,c,no,retired,e,e,yes,d,b,someone else,d,c,verbatims for sp,"found, coded",found,c,c,"colleges and universities, including junior colleges","found, coded",found,c,b,someone else,c,c,verbatims for pa,"found, coded",found,c,c,b,"found, coded",found,"found, iap",found,"found, iap",found,c,c,d,c,b,c,b,high school,lt high school,high school,lt high school,female,white,"country,nonfarm",foreign,different state,mother & father,,no,,,average,c,c,c,c,c,c,b,$6000 to 6999,,pacific,"suburb, lrg city","suburb, 12 lrgst",69,d,c,c,b,b,b,d,c,c,b,b,b,d,c,c,c,b,c,strong democrat,voted,mcgovern,,moderate,too much,about right,too little,too little,too little,,about right,about right,about right,about right,about right,allowed,allowed,not remove,allowed,allowed,not remove,,not fired,not remove,allowed,allowed,not remove,oppose,favor,not harsh enough,,disapprove,catholic,,,moderate,sevrl times a yr,not very strong,catholic,,,moderate,protestant,other,,,protestant,other,,,disapprove,,no,not object,no,,,,no,no,no,no,oppose,yes,pretty happy,pretty happy,poor,routine,great deal,great deal,very great deal,very great deal,a little,hardly any,a great deal,a great deal,only some,hardly any,a great deal,a great deal,a great deal,a great deal,a great deal,a great deal,a great deal,once a month,sev times a year,sev times a year,never,disagree,agree,agree,agree,agree,disagree,agree,agree,disagree,very satisfied,,second,fourth,most impt,third,fifth,working class,more or less,worse,average,,,,,no,no,hard work,disagree,approve,yes,disagree,,yes,,yes,yes,yes,no,c,no,e,e,available,available,favor,more difficult,always wrong,always wrong,always wrong,no,no,no,no,no,no,no,yes,no,phone in home,cooperative,fair,standard <x>,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,c,not poor,"1,000 to 4,999",c,e,c,e,yugoslavia,names 1,none,,correct,,incorrect,incorrect,incorrect,,correct,incorrect,incorrect,incorrect,b,d,c,d,d,c,c,hand packers,miners and quarriers,garden and horticultural labourers,b,b,b,c,c,d,b,b,b,,d,c,c,e,e,c,e,e,b,b,164,c
retired,e,e,yes,c,c,self-employed,c,found,c,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,widowed,c,no,,e,e,,e,e,,e,e,no verbatims for sp,"found, iap",found,e,e,,"found, iap",found,b,c,someone else,d,c,verbatims for pa,"found, coded",found,b,b,c,"found, coded",found,"found, iap",found,"found, iap",found,c,c,c,c,c,c,e,high school,lt high school,high school,,female,white,city gt 250000,pacific,same city,mother & father,,yes,yes,yes,average,c,c,c,c,c,c,b,$10000 - 14999,,pacific,"suburb, lrg city","suburb, 12 lrgst",69,b,c,c,c,c,c,e,e,e,e,e,e,c,b,d,c,c,c,strong democrat,voted,,,moderate,about right,,about right,about right,too little,too little,about right,too little,about right,about right,about right,allowed,allowed,not remove,allowed,allowed,not remove,not allowed,fired,remove,allowed,allowed,not remove,favor,favor,,,disapprove,catholic,,,moderate,every week,strong,catholic,,,moderate,,,,,,,,,,local decision,no,not object,no,,,,no,no,no,no,oppose,yes,pretty happy,,excellent,exciting,very great deal,a fair amount,very great deal,very great deal,very great deal,only some,only some,hardly any,only some,only some,only some,only some,hardly any,a great deal,only some,only some,a great deal,sev times a week,once a month,sev times a week,sev times a year,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,,,fourth,third,fifth,second,most impt,middle class,satisfied,better,average,,,,,no,no,both equally,disagree,approve,yes,,equal,yes,yes,yes,yes,yes,yes,e,inappropriate,e,e,available,available,favor,stay same,always wrong,always wrong,always wrong,yes,no,no,no,no,no,no,yes,no,phone in home,"friendly,interested",good,alternate <y>,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,c,not poor,"5,000 to 9,999",c,e,c,e,,cannot choose 1,none,,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,d,c,c,e,b,c,e,office supervisors,shop sales assistants,,c,c,c,c,c,c,e,e,e,worst kind,c,c,c,c,c,c,c,c,c,c,164,c
